timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,ascent,grade,calories,enhanced_speed,speed,heart_rate,temperature,cadence,power,left_right_balance,gps_accuracy,descriptor,product_name,serial_number,sessionID
2021-12-17 08:49:20+00:00,-37.76538114,145.0223236,8.05567,324.8,324.8,30,-7.53,451,13.1184,13.1184,188,29,,,,8,,,,
2021-12-17 08:49:23+00:00,-37.7653047,145.0222323,8.06774,324.2,324.2,30,-4.69,452,16.4052,16.4052,187,29,,,,8,,,,
2021-12-17 08:49:29+00:00,-37.76518341,145.0221706,8.08938,323,323,30,-4.58,453,12.6828,12.6828,184,29,,,,8,,,,
2021-12-17 08:49:44+00:00,-37.76522448,145.02243,8.14087,319.8,319.8,30,-7.54,458,9.9684,9.9684,170,29,,,,7,,,,
2021-12-17 08:50:24+00:00,-37.76456843,145.0228578,8.25792,312.4,312.4,30,-11.11,467,4.5972,4.5972,145,29,,,,7,,,,
2021-12-17 08:50:27+00:00,-37.76458352,145.0228577,8.26009,312,312,30,-11.49,468,4.2588,4.2588,146,29,,,,7,,,,
2021-12-17 08:50:28+00:00,-37.764595,145.0228729,8.26147,311.8,311.8,30,-11.76,468,4.896,4.896,146,29,,,,7,,,,
2021-12-17 08:50:35+00:00,-37.76459525,145.0229032,8.26913,310.8,310.8,30,-8.68,470,3.672,3.672,142,29,,,,7,,,,
2021-12-17 08:50:37+00:00,-37.76458746,145.0229035,8.27058,310.4,310.4,30,-9.58,470,2.7684,2.7684,139,29,,,,7,,,,
2021-12-17 09:03:35+00:00,-37.76447279,145.0230407,8.27845,308.2,308.2,30,0,472,13.6512,13.6512,,30,,,,5,,,,
2021-12-17 09:03:41+00:00,-37.76450356,145.0234372,8.3144,308.2,308.2,30,0,473,21.852,21.852,172,30,,,,5,,,,
2021-12-17 09:03:49+00:00,-37.76437397,145.0236511,8.33959,307.8,307.8,30,0,474,11.916,11.916,None,30,,,,6,,,,
2021-12-17 09:03:55+00:00,-37.76436919,145.0236518,8.36502,306.8,306.8,30,0,474,12.8088,12.8088,None,30,,,,7,,,,
2021-12-17 09:04:08+00:00,-37.76428982,145.0237882,8.44623,303.2,303.2,30,-3.61,474,15.2892,15.2892,None,30,,,,7,,,,
2021-12-17 09:04:11+00:00,-37.76425981,145.0238187,8.45497,302.4,302.4,30,-5.41,474,12.7332,12.7332,None,30,,,,7,,,,
2021-12-17 09:04:18+00:00,-37.76427054,145.0237274,8.49241,300.8,300.8,30,-5.03,474,20.4732,20.4732,None,30,,,,6,,,,
2021-12-17 09:04:19+00:00,-37.76428588,145.0236971,8.49545,300.6,300.6,30,-5,474,22.6512,22.6512,None,30,,,,6,,,,
2021-12-17 09:04:25+00:00,-37.76427079,145.0238182,8.52794,299.6,299.6,30,-3.01,474,19.6524,19.6524,None,30,,,,6,,,,
2021-12-17 09:04:28+00:00,-37.7642785,145.0240019,8.54546,299.2,299.2,30,-2.08,474,13.9716,13.9716,None,30,,,,6,,,,
2021-12-17 09:04:38+00:00,-37.7635543,145.0236363,8.63502,298.4,298.4,30,-0.7,474,22.7664,22.7664,None,30,,,,6,,,,
2021-12-17 09:04:39+00:00,-37.76347786,145.0235904,8.64506,298.4,298.4,30,0,474,24.048,24.048,None,30,,,,6,,,,
2021-12-17 09:04:53+00:00,-37.76417222,145.0230858,8.78766,297.2,297.2,30,-1.88,474,8.7552,8.7552,187,30,,,,7,,,,
2021-12-17 09:04:59+00:00,-37.76401137,145.0233307,8.83053,296.8,296.8,30,-2.51,476,9.1476,9.1476,190,30,,,,7,,,,
2021-12-17 09:05:07+00:00,-37.76442728,145.0234826,8.90307,296,296,30,-2.25,479,29.6568,29.6568,190,30,,,,6,,,,
2021-12-17 09:05:12+00:00,-37.76438562,145.0236509,8.91908,295.6,295.6,30,-1.54,480,14.6808,14.6808,188,30,,,,6,,,,
2021-12-17 09:05:17+00:00,-37.76413416,145.0236057,8.94853,295.2,295.2,30,-1.81,482,14.4,14.4,187,29,,,,6,,,,
2021-12-17 09:05:32+00:00,-37.76426291,145.0230404,9.0989,294.8,294.8,30,-0.34,486,13.3884,13.3884,182,29,,,,6,,,,
2021-12-17 09:05:39+00:00,-37.76406535,145.0231019,9.12991,295.4,295.4,30,1.93,488,16.7004,16.7004,184,29,,,,6,,,,
2021-12-17 09:05:40+00:00,-37.76400466,145.0230868,9.13673,295.4,295.4,31,1.86,489,17.8344,17.8344,185,29,,,,6,,,,
2021-12-17 09:05:42+00:00,-37.76382135,145.0230409,9.15731,295.6,295.6,31,1.34,489,22.9932,22.9932,186,29,,,,7,,,,
2021-12-17 09:05:54+00:00,-37.76373636,145.0232081,9.25381,295.8,295.8,31,0,493,28.0836,28.0836,193,29,,,,6,,,,
2021-12-17 09:05:58+00:00,-37.76387013,145.0236201,9.29392,295.6,295.6,31,0,495,22.4928,22.4928,194,29,,,,6,,,,
2021-12-17 09:06:01+00:00,-37.76385505,145.0238035,9.31072,296,296,31,0,496,20.5884,20.5884,195,29,,,,6,,,,
2021-12-17 09:06:04+00:00,-37.76374089,145.0238798,9.32511,296.2,296.2,31,0,497,19.8828,19.8828,195,29,,,,7,,,,
2021-12-17 09:06:07+00:00,-37.76377475,145.0240018,9.33658,296.2,296.2,31,0,497,18.2376,18.2376,195,29,,,,7,,,,
2021-12-17 09:06:09+00:00,-37.76372932,145.0241389,9.35053,295.8,295.8,31,0,498,25.1964,25.1964,194,29,,,,7,,,,
2021-12-17 09:06:13+00:00,-37.76398958,145.0238678,9.43525,295.4,295.4,31,0,499,27.2448,27.2448,193,29,,,,6,,,,
2021-12-17 09:06:20+00:00,-37.76413333,145.0238189,9.45298,295.2,295.2,31,0,502,10.764,10.764,189,29,,,,6,,,,
2021-12-17 09:06:22+00:00,-37.7640993,145.0237734,9.45862,295.2,295.2,31,0,502,8.1216,8.1216,188,29,,,,6,,,,
2021-12-17 09:06:26+00:00,-37.76400768,145.0236366,9.47494,295,295,31,-1.03,504,6.7788,6.7788,187,29,,,,6,,,,
2021-12-17 09:06:30+00:00,-37.76379051,145.0234536,9.50526,295,295,31,0,505,7.0272,7.0272,186,29,,,,6,,,,
2021-12-17 09:06:35+00:00,-37.76406434,145.023102,9.56339,295.4,295.4,31,0.73,506,2.5092,2.5092,184,29,,,,6,,,,
2021-12-17 09:06:59+00:00,-37.76353519,145.0239406,9.75862,295.8,295.8,32,0,512,30.6684,30.6684,None,29,,,,7,,,,
2021-12-17 09:07:02+00:00,-37.76381641,145.0238192,9.79164,295.8,295.8,32,0,512,22.0284,22.0284,None,29,,,,7,,,,
2021-12-17 09:07:08+00:00,-37.76368758,145.0236817,9.82204,295.6,295.6,32,0,512,23.3172,23.3172,None,29,,,,7,,,,
2021-12-17 09:07:09+00:00,-37.76360795,145.0236816,9.83107,295.4,295.4,32,0,512,25.3152,25.3152,None,29,,,,7,,,,
2021-12-17 09:07:12+00:00,-37.76345079,145.0236816,9.84856,295.4,295.4,32,0,512,20.4876,20.4876,None,29,,,,7,,,,
2021-12-17 09:07:16+00:00,-37.76342791,145.0237425,9.86118,295.4,295.4,32,0,520,12.168,12.168,194,29,,,,7,,,,
2021-12-17 09:07:22+00:00,-37.76330578,145.0239254,9.89166,295.2,295.2,32,0,522,23.814,23.814,193,29,,,,7,,,,
2021-12-17 09:07:33+00:00,-37.76279893,145.0240328,9.95954,295.2,295.2,32,0,525,17.802,17.802,191,29,,,,7,,,,
2021-12-17 09:07:41+00:00,-37.76234454,145.023712,10.02499,296.2,296.2,33,2.81,528,25.6212,25.6212,194,29,,,,7,,,,
2021-12-17 09:07:47+00:00,-37.76223022,145.0243063,10.08191,296.2,296.2,33,0,530,30.1644,30.1644,198,29,,,,8,,,,
2021-12-17 09:07:55+00:00,-37.7618563,145.0245516,10.13801,296.8,296.8,33,0,533,21.366,21.366,202,29,,,,8,,,,
2021-12-17 09:07:56+00:00,-37.7618485,145.0245514,10.13942,296.8,296.8,33,0,533,16.416,16.416,203,29,,,,8,,,,
2021-12-17 09:07:58+00:00,-37.76174264,145.0246119,10.15253,296.6,296.6,33,0,534,20.502,20.502,204,29,,,,8,,,,
2021-12-17 09:08:00+00:00,-37.76159663,145.0247176,10.17176,296.8,296.8,33,0,534,28.3716,28.3716,204,29,,,,8,,,,
2021-12-17 09:08:01+00:00,-37.76151767,145.0247794,10.18163,296.6,296.6,33,0,535,30.8808,30.8808,204,29,,,,8,,,,
2021-12-17 09:08:03+00:00,-37.76151306,145.0249323,10.19692,296.6,296.6,33,0,535,33.2712,33.2712,204,29,,,,8,,,,
